,author,title,sentence,sentence_nr,words,kind
13539,"Polidori, John William",The Vampyre; a Tale,During the last stage of the invalids recovery Lord Ruthven was apparently engaged in watching the tideless waves raised by the cooling breeze or in marking the progress of those orbs circling like our world the moveless sunindeed he appeared to wish to avoid the eyes of all,8594,Lord,person
13540,"Polidori, John William",The Vampyre; a Tale,During the last stage of the invalids recovery Lord Ruthven was apparently engaged in watching the tideless waves raised by the cooling breeze or in marking the progress of those orbs circling like our world the moveless sunindeed he appeared to wish to avoid the eyes of all,8594,Lord Ruthven,person
13543,"Polidori, John William",The Vampyre; a Tale,Aubreys mind by this shock was much weakened and that elasticity of spirit which had once so distinguished him now seemed to have fled for ever,8595,Aubrey,person
13544,"Polidori, John William",The Vampyre; a Tale,He was now as much a lover of solitude and silence as Lord Ruthven but much as he wished for solitude his mind could not find it in the neighbourhood of Athens if he sought it amidst the ruins he had formerly frequented Ianthes form stood by his sideif he sought it in the woods her light step would appear wandering amidst the underwood in quest of the modest violet then suddenly turning round would show to his wild imagination her pale face and wounded throat with a meek smile upon her lips,8596,Lord,person
13547,"Polidori, John William",The Vampyre; a Tale,He was now as much a lover of solitude and silence as Lord Ruthven but much as he wished for solitude his mind could not find it in the neighbourhood of Athens if he sought it amidst the ruins he had formerly frequented Ianthes form stood by his sideif he sought it in the woods her light step would appear wandering amidst the underwood in quest of the modest violet then suddenly turning round would show to his wild imagination her pale face and wounded throat with a meek smile upon her lips,8596,Lord Ruthven,person
13548,"Polidori, John William",The Vampyre; a Tale,He was now as much a lover of solitude and silence as Lord Ruthven but much as he wished for solitude his mind could not find it in the neighbourhood of Athens if he sought it amidst the ruins he had formerly frequented Ianthes form stood by his sideif he sought it in the woods her light step would appear wandering amidst the underwood in quest of the modest violet then suddenly turning round would show to his wild imagination her pale face and wounded throat with a meek smile upon her lips,8596,Athens,location
13550,"Polidori, John William",The Vampyre; a Tale,He determined to fly scenes every feature of which created such bitter associations in his mind,8597,NA,NA
13551,"Polidori, John William",The Vampyre; a Tale,He proposed to Lord Ruthven to whom he held himself bound by the tender care he had taken of him during his illness that they should visit those parts of Greece neither had yet seen,8598,Lord,person
13553,"Polidori, John William",The Vampyre; a Tale,He proposed to Lord Ruthven to whom he held himself bound by the tender care he had taken of him during his illness that they should visit those parts of Greece neither had yet seen,8598,Greece,location
13554,"Polidori, John William",The Vampyre; a Tale,He proposed to Lord Ruthven to whom he held himself bound by the tender care he had taken of him during his illness that they should visit those parts of Greece neither had yet seen,8598,Lord Ruthven,person
13556,"Polidori, John William",The Vampyre; a Tale,They travelled in every direction and sought every spot to which a recollection could be attached but though they thus hastened from place to place yet they seemed not to heed what they gazed upon,8599,NA,NA
13558,"Polidori, John William",The Vampyre; a Tale,In consequence of thus neglecting the advice of the inhabitants on one occasion they travelled with only a few guards more to serve as guides than as a defence,8601,NA,NA
13562,"Polidori, John William",The Vampyre; a Tale,In an instant their guards had left them and placing themselves behind rocks had begun to fire in the direction whence the report came,8603,NA,NA
13564,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven and Aubrey imitating their example retired for a moment behind the sheltering turn of the defile but ashamed of being thus detained by a foe who with insulting shouts bade them advance and being exposed to unresisting slaughter if any of the robbers should climb above and take them in the rear they determined at once to rush forward in search of the enemy,8604,Lord,person
13565,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven and Aubrey imitating their example retired for a moment behind the sheltering turn of the defile but ashamed of being thus detained by a foe who with insulting shouts bade them advance and being exposed to unresisting slaughter if any of the robbers should climb above and take them in the rear they determined at once to rush forward in search of the enemy,8604,Lord Ruthven,person
13566,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven and Aubrey imitating their example retired for a moment behind the sheltering turn of the defile but ashamed of being thus detained by a foe who with insulting shouts bade them advance and being exposed to unresisting slaughter if any of the robbers should climb above and take them in the rear they determined at once to rush forward in search of the enemy,8604,Aubrey,person
13568,"Polidori, John William",The Vampyre; a Tale,Hardly had they lost the shelter of the rock when Lord Ruthven received a shot in the shoulder which brought him to the ground,8605,Lord,person
13569,"Polidori, John William",The Vampyre; a Tale,Hardly had they lost the shelter of the rock when Lord Ruthven received a shot in the shoulder which brought him to the ground,8605,Lord Ruthven,person
13571,"Polidori, John William",The Vampyre; a Tale,Aubrey hastened to his assistance and no longer heeding the contest or his own peril was soon surprised by seeing the robbers faces around himhis guards having upon Lord Ruthvens being wounded immediately thrown up their arms and surrendered,8606,Lord,person
13572,"Polidori, John William",The Vampyre; a Tale,Aubrey hastened to his assistance and no longer heeding the contest or his own peril was soon surprised by seeing the robbers faces around himhis guards having upon Lord Ruthvens being wounded immediately thrown up their arms and surrendered,8606,Lord Ruthven,person
13573,"Polidori, John William",The Vampyre; a Tale,Aubrey hastened to his assistance and no longer heeding the contest or his own peril was soon surprised by seeing the robbers faces around himhis guards having upon Lord Ruthvens being wounded immediately thrown up their arms and surrendered,8606,Aubrey,person
13576,"Polidori, John William",The Vampyre; a Tale,By promises of great reward Aubrey soon induced them to convey his wounded friend to a neighbouring cabin and having agreed upon a ransom he was no more disturbed by their presencethey being content merely to guard the entrance till their comrade should return with the promised sum for which he had an order,8607,Aubrey,person
13578,"Polidori, John William",The Vampyre; a Tale,Lord Ruthvens strength rapidly decreased in two days mortification ensued and death seemed advancing with hasty steps,8608,Lord,person
13580,"Polidori, John William",The Vampyre; a Tale,Lord Ruthvens strength rapidly decreased in two days mortification ensued and death seemed advancing with hasty steps,8608,Lord Ruthven,person
13584,"Polidori, John William",The Vampyre; a Tale,His conduct and appearance had not changed he seemed as unconscious of pain as he had been of the objects about him but towards the close of the last evening his mind became apparently uneasy and his eye often fixed upon Aubrey who was induced to offer his assistance with more than usual earnestnessAssist me you may save meyou may do more than thatI mean not my life I heed the death of my existence as little as that of the passing day but you may save my honour your friends honourHow,8609,Aubrey,person
13585,"Polidori, John William",The Vampyre; a Tale,tell me how,8610,NA,NA
13586,"Polidori, John William",The Vampyre; a Tale,I would do any thing replied AubreyI,8611,Aubrey,person
13587,"Polidori, John William",The Vampyre; a Tale,need but littlemy life ebbs apaceI cannot explain the wholebut if you would conceal all you know of me my honour were free from stain in the worlds mouthand if my death were unknown for some time in EnglandIIbut lifeIt,8612,England,location
13589,"Polidori, John William",The Vampyre; a Tale,shall not be knownSwear cried the dying man raising himself with exultant violence Swear by all your soul reveres by all your nature fears swear that for a year and a day you will not impart your knowledge of my crimes or death to any living being in any way whatever may happen or whatever you may see,8613,Nature,location
13592,"Polidori, John William",The Vampyre; a Tale,His eyes seemed bursting from their sockets I swear said Aubrey he sunk laughing upon his pillow and breathed no more,8614,Aubrey,person
13594,"Polidori, John William",The Vampyre; a Tale,Aubrey retired to rest but did not sleep the many circumstances attending his acquaintance with this man rose upon his mind and he knew not why when he remembered his oath a cold shivering came over him as if from the presentiment of something horrible awaiting him,8615,Aubrey,person
13595,"Polidori, John William",The Vampyre; a Tale,Rising early in the morning he was about to enter the hovel in which he had left the corpse when a robber met him and informed him that it was no longer there having been conveyed by himself and comrades upon his retiring to the pinnacle of a neighbouring mount according to a promise they had given his lordship that it should be exposed to the first cold ray of the moon that rose after his death,8616,Lord,person
13596,"Polidori, John William",The Vampyre; a Tale,Rising early in the morning he was about to enter the hovel in which he had left the corpse when a robber met him and informed him that it was no longer there having been conveyed by himself and comrades upon his retiring to the pinnacle of a neighbouring mount according to a promise they had given his lordship that it should be exposed to the first cold ray of the moon that rose after his death,8616,Moon,location
13599,"Polidori, John William",The Vampyre; a Tale,Aubrey astonished and taking several of the men determined to go and bury it upon the spot where it lay,8617,Aubrey,person
13600,"Polidori, John William",The Vampyre; a Tale,But when he had mounted to the summit he found no trace of either the corpse or the clothes though the robbers swore they pointed out the identical rock on which they had laid the body,8618,NA,NA
13601,"Polidori, John William",The Vampyre; a Tale,For a time his mind was bewildered in conjectures but he at last returned convinced that they had buried the corpse for the sake of the clothes,8619,NA,NA
13604,"Polidori, John William",The Vampyre; a Tale,Weary of a country in which he had met with such terrible misfortunes and in which all apparently conspired to heighten that superstitious melancholy that had seized upon his mind he resolved to leave it and soon arrived at Smyrna,8620,Smyrna,location
13605,"Polidori, John William",The Vampyre; a Tale,While waiting for a vessel to convey him to Otranto or to Naples he occupied himself in arranging those effects he had with him belonging to Lord Ruthven,8621,Lord,person
13607,"Polidori, John William",The Vampyre; a Tale,While waiting for a vessel to convey him to Otranto or to Naples he occupied himself in arranging those effects he had with him belonging to Lord Ruthven,8621,Lord Ruthven,person
13608,"Polidori, John William",The Vampyre; a Tale,While waiting for a vessel to convey him to Otranto or to Naples he occupied himself in arranging those effects he had with him belonging to Lord Ruthven,8621,Naples,location
13611,"Polidori, John William",The Vampyre; a Tale,There were several daggers and ataghans,8623,NA,NA
13615,"Polidori, John William",The Vampyre; a Tale,He left Smyrna and on his way home at Rome his first inquiries were concerning the lady he had attempted to snatch from Lord Ruthvens seductive arts,8626,Lord,person
13617,"Polidori, John William",The Vampyre; a Tale,He left Smyrna and on his way home at Rome his first inquiries were concerning the lady he had attempted to snatch from Lord Ruthvens seductive arts,8626,Rome,location
13618,"Polidori, John William",The Vampyre; a Tale,He left Smyrna and on his way home at Rome his first inquiries were concerning the lady he had attempted to snatch from Lord Ruthvens seductive arts,8626,Lord Ruthven,person
13620,"Polidori, John William",The Vampyre; a Tale,He left Smyrna and on his way home at Rome his first inquiries were concerning the lady he had attempted to snatch from Lord Ruthvens seductive arts,8626,Smyrna,location
13621,"Polidori, John William",The Vampyre; a Tale,Her parents were in distress their fortune ruined and she had not been heard of since the departure of his lordship,8627,Lord,person
13623,"Polidori, John William",The Vampyre; a Tale,Aubreys mind became almost broken under so many repeated horrors he was afraid that this lady had fallen a victim to the destroyer of Ianthe,8628,Aubrey,person
13625,"Polidori, John William",The Vampyre; a Tale,He arrived at Calais a breeze which seemed obedient to his will soon wafted him to the English shores and he hastened to the mansion of his fathers and there for a moment appeared to lose in the embraces and caresses of his sister all memory of the past,8630,NA,NA
13627,"Polidori, John William",The Vampyre; a Tale,Miss Aubrey had not that winning grace which gains the gaze a,8632,Aubrey,person
13629,"Polidori, John William",The Vampyre; a Tale,and applause of the drawingroom assemblies,8633,NA,NA
13631,"Polidori, John William",The Vampyre; a Tale,Her blue eye was never lit up by the levity of the mind beneath,8635,NA,NA
13632,"Polidori, John William",The Vampyre; a Tale,There was a melancholy charm about it which did not seem to arise from misfortune but from some feeling within that appeared to indicate a soul conscious of a brighter realm,8636,NA,NA
13633,"Polidori, John William",The Vampyre; a Tale,Her step was not that light footing which strays whereer a butterfly or a colour may attractit was sedate and pensive,8637,NA,NA
13635,"Polidori, John William",The Vampyre; a Tale,It seemed as if those eyesthat face were then playing in the light of their own native sphere,8639,NA,NA
13636,"Polidori, John William",The Vampyre; a Tale,She was yet only eighteen and had not been presented to the world it having been thought by her guardians more fit that her presentation should be delayed until her brothers return from the continent when he might be her protector,8640,NA,NA
13637,"Polidori, John William",The Vampyre; a Tale,It was now therefore resolved that the next drawingroom which was fast approaching should be the epoch of her entry into the busy scene,8641,NA,NA
13638,"Polidori, John William",The Vampyre; a Tale,Aubrey would rather have remained in the mansion of his fathers and fed upon the melancholy which overpowered him,8642,Aubrey,person
13639,"Polidori, John William",The Vampyre; a Tale,He could not feel interest about the frivolities of fashionable strangers when his mind had been so torn by the events he had witnessed but he determined to sacrifice his own comfort to the protection of his sister,8643,NA,NA
13640,"Polidori, John William",The Vampyre; a Tale,They soon arrived in town and prepared for the next day which had been announced as a drawingroom,8644,NA,NA
13641,"Polidori, John William",The Vampyre; a Tale,The crowd was excessivea drawingroom had not been held for a long time and all who were anxious to bask in the smile of royalty hastened thither,8645,NA,NA
13642,"Polidori, John William",The Vampyre; a Tale,Aubrey was there with his sister,8646,Aubrey,person
13643,"Polidori, John William",The Vampyre; a Tale,While he was standing in a corner by himself heedless of all around him engaged in the remembrance that the first time he had seen Lord Ruthven was in that very placehe felt himself suddenly seized by the arm and a voice he recognized too well sounded in his earRemember your oath,8647,Lord,person
13644,"Polidori, John William",The Vampyre; a Tale,While he was standing in a corner by himself heedless of all around him engaged in the remembrance that the first time he had seen Lord Ruthven was in that very placehe felt himself suddenly seized by the arm and a voice he recognized too well sounded in his earRemember your oath,8647,Lord Ruthven,person
13649,"Polidori, John William",The Vampyre; a Tale,He paced the room with hurried steps and fixed his hands upon his head as if he were afraid his thoughts were bursting from his brain,8650,NA,NA
13650,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven again before himcircumstances started up in dreadful arraythe daggerhis oathHe,8651,Lord,person
13652,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven again before himcircumstances started up in dreadful arraythe daggerhis oathHe,8651,Lord Ruthven,person
13654,"Polidori, John William",The Vampyre; a Tale,roused himself he could not believe it possiblethe dead rise againHe thought his imagination had conjured up the image his mind was resting upon,8652,NA,NA
13655,"Polidori, John William",The Vampyre; a Tale,It was impossible that it could be realhe determined therefore to go again into society for though he attempted to ask concerning Lord Ruthven the name hung upon his lips and he could not succeed in gaining information,8653,Lord,person
13656,"Polidori, John William",The Vampyre; a Tale,It was impossible that it could be realhe determined therefore to go again into society for though he attempted to ask concerning Lord Ruthven the name hung upon his lips and he could not succeed in gaining information,8653,Lord Ruthven,person
13659,"Polidori, John William",The Vampyre; a Tale,He went a few nights after with his sister to the assembly of a near relation,8654,NA,NA
13660,"Polidori, John William",The Vampyre; a Tale,Leaving her under the protection of a matron he retired into a recess and there gave himself up to his own devouring thoughts,8655,NA,NA
13661,"Polidori, John William",The Vampyre; a Tale,Perceiving at last that many were leaving he roused himself and entering another room found his sister surrounded by several apparently in earnest conversation he attempted to pass and get near her when one whom he requested to move turned round and revealed to him those features he most abhorred,8656,NA,NA
13663,"Polidori, John William",The Vampyre; a Tale,He sprang forward seized his sisters arm and with hurried step forced her towards the street at the door he found himself impeded by the crowd of servants who were waiting for their lords and while he was engaged in passing them he again heard that voice whisper close to himRemember your oathHe did not dare to turn but hurrying his sister soon reached home,8657,Lord,person
13665,"Polidori, John William",The Vampyre; a Tale,Aubrey became almost distracted,8658,Aubrey,person
13666,"Polidori, John William",The Vampyre; a Tale,If before his mind had been absorbed by one subject how much more completely was it engrossed now that the certainty of the monsters living again pressed upon his thoughts,8659,NA,NA
13667,"Polidori, John William",The Vampyre; a Tale,His sisters attentions were now unheeded and it was in vain that she intreated him to explain to her what had caused his abrupt conduct,8660,NA,NA
13668,"Polidori, John William",The Vampyre; a Tale,He only uttered a few words and those terrified her,8661,NA,NA
13669,"Polidori, John William",The Vampyre; a Tale,The more he thought the more he was bewildered,8662,NA,NA
13672,"Polidori, John William",The Vampyre; a Tale,His very sister might have been touched by him,8664,NA,NA
13673,"Polidori, John William",The Vampyre; a Tale,But even if he were to break his oath and disclose his suspicions who would believe him,8665,NA,NA
13675,"Polidori, John William",The Vampyre; a Tale,For days he remained in this state shut up in his room he saw no one and ate only when his sister came who with eyes streaming with tears besought him for her sake to support nature,8667,Nature,location
13676,"Polidori, John William",The Vampyre; a Tale,At last no longer capable of bearing stillness and solitude he left his house roamed from street to street anxious to fly that image which haunted him,8668,NA,NA
13678,"Polidori, John William",The Vampyre; a Tale,He was no longer to be recognized at first he returned with the evening to the house but at last he laid him down to rest wherever fatigue overtook him,8670,NA,NA
13679,"Polidori, John William",The Vampyre; a Tale,His sister anxious for his safety employed people to follow him but they were soon distanced by him who fled from a pursuer swifter than anyfrom thought,8671,NA,NA
13680,"Polidori, John William",The Vampyre; a Tale,His conduct however suddenly changed,8672,NA,NA
13681,"Polidori, John William",The Vampyre; a Tale,Struck with the idea that he left by his absence the whole of his friends with a fiend amongst them of whose presence they were unconscious he determined to enter again into society and watch him closely anxious to forewarn in spite of his oath all whom Lord Ruthven approached with intimacy,8673,Lord,person
13683,"Polidori, John William",The Vampyre; a Tale,Struck with the idea that he left by his absence the whole of his friends with a fiend amongst them of whose presence they were unconscious he determined to enter again into society and watch him closely anxious to forewarn in spite of his oath all whom Lord Ruthven approached with intimacy,8673,Lord Ruthven,person
13687,"Polidori, John William",The Vampyre; a Tale,When however remonstrance proved unavailing the guardians thought proper to interpose and fearing that his mind was becoming alienated they thought it high time to resume again that trust which had been before imposed upon them by Aubreys parents,8675,Aubrey,person
13691,"Polidori, John William",The Vampyre; a Tale,He hardly appeared to notice it so completely was his mind absorbed by one terrible subject,8677,NA,NA
13692,"Polidori, John William",The Vampyre; a Tale,His incoherence became at last so great that he was confined to his chamber,8678,NA,NA
13693,"Polidori, John William",The Vampyre; a Tale,There he would often lie for days incapable of being roused,8679,NA,NA
13698,"Polidori, John William",The Vampyre; a Tale,When however she inquired to whom he referred his only answer was True,8682,NA,NA
13699,"Polidori, John William",The Vampyre; a Tale,true and again he sank into a state whence not even she could rouse him,8683,NA,NA
13703,"Polidori, John William",The Vampyre; a Tale,The time had nearly elapsed when upon the last day of the year one of his guardians entering his room began to converse with his physician upon the melancholy circumstance of Aubreys being in so awful a situation when his sister was going next day to be married,8685,Aubrey,person
13705,"Polidori, John William",The Vampyre; a Tale,Instantly Aubreys attention was attracted he asked anxiously to whom,8686,Aubrey,person
13706,"Polidori, John William",The Vampyre; a Tale,Glad of this mark of returning intellect of which they feared he had been deprived they mentioned the name of the Earl of Marsden,8687,Earl of Marsden,person
13708,"Polidori, John William",The Vampyre; a Tale,Thinking this was a young Earl whom he had met with in society Aubrey seemed pleased and astonished them still more by his expressing his intention to be present at the nuptials and desiring to see his sister,8688,Aubrey,person
13709,"Polidori, John William",The Vampyre; a Tale,Thinking this was a young Earl whom he had met with in society Aubrey seemed pleased and astonished them still more by his expressing his intention to be present at the nuptials and desiring to see his sister,8688,Earl of Marsden,person
13711,"Polidori, John William",The Vampyre; a Tale,They answered not but in a few minutes his sister was with him,8689,NA,NA
13715,"Polidori, John William",The Vampyre; a Tale,He began to speak with all his wonted warmth and to congratulate her upon her marriage with a person so distinguished for rank and every accomplishment when he suddenly perceived a locket upon her breast opening it what was his surprise at beholding the features of the monster who had so long influenced his life,8691,NA,NA
13716,"Polidori, John William",The Vampyre; a Tale,He seized the portrait in a paroxysm of rage and trampled it under foot,8692,NA,NA
13719,"Polidori, John William",The Vampyre; a Tale,Upon her asking him why he thus destroyed the resemblance of her future husband he looked as if he did not understand herthen seizing her hands and gazing on her with a frantic expression of countenance he bade her swear that she would never wed this monster for he  But he could not advanceit seemed as if that voice again bade him remember his oathhe turned suddenly round thinking Lord Ruthven was near him but saw no one,8693,Lord,person
13721,"Polidori, John William",The Vampyre; a Tale,Upon her asking him why he thus destroyed the resemblance of her future husband he looked as if he did not understand herthen seizing her hands and gazing on her with a frantic expression of countenance he bade her swear that she would never wed this monster for he  But he could not advanceit seemed as if that voice again bade him remember his oathhe turned suddenly round thinking Lord Ruthven was near him but saw no one,8693,Lord Ruthven,person
13723,"Polidori, John William",The Vampyre; a Tale,In the meantime the guardians and physician who had heard the whole and thought this was but a return of his disorder entered and forcing him from Miss Aubrey desired her to leave him,8694,Aubrey,person
13725,"Polidori, John William",The Vampyre; a Tale,He fell upon his knees to them he implored he begged of them to delay ,8695,NA,NA
13726,"Polidori, John William",The Vampyre; a Tale,but for one day,8696,NA,NA
13727,"Polidori, John William",The Vampyre; a Tale,They attributing this to the insanity they imagined had taken possession of his mind endeavoured to pacify him and retired,8697,NA,NA
13728,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven had called the morning after the drawingroom and had been refused with every one else,8698,Lord,person
13729,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven had called the morning after the drawingroom and had been refused with every one else,8698,Lord Ruthven,person
13731,"Polidori, John William",The Vampyre; a Tale,When he heard of Aubreys ill health he readily understood himself to be the cause of it but when he learned that he was deemed insane his exultation and pleasure could hardly be concealed from those among whom he had gained this information,8699,Aubrey,person
13733,"Polidori, John William",The Vampyre; a Tale,He hastened to the house of his former companion and by constant attendance and the pretence of great affection for the brother and interest in his fate he gradually won the ear of Miss Aubrey,8700,Aubrey,person
13736,"Polidori, John William",The Vampyre; a Tale,Who could resist his power,8701,NA,NA
13740,"Polidori, John William",The Vampyre; a Tale,His tongue had dangers and toils to recountcould speak of himself as of an individual having no sympathy with any being on the crowded earth save with her to whom he addressed himselfcould tell how since he knew her his existence had begun to seem worthy of preservation if it were merely that he might listen to her soothing accentsin fine he knew so well how to use the serpents art or such was the will of fate that he gained her affections,8702,earth,location
13744,"Polidori, John William",The Vampyre; a Tale,Aubrey when he was left by the physician and his guardians attempted to bribe the servants but in vain,8704,Aubrey,person
13747,"Polidori, John William",The Vampyre; a Tale,The servants promised they would deliver it but giving it to the physician he thought it better not to harass any more the mind of Miss Aubrey by what he considered the ravings of a maniac,8706,Aubrey,person
13749,"Polidori, John William",The Vampyre; a Tale,Night passed on without rest to the busy inmates of the house and Aubrey heard with a horror that may more easily be conceived than described the notes of busy preparation,8707,Aubrey,person
13750,"Polidori, John William",The Vampyre; a Tale,Morning came and the sound of carriages broke upon his ear,8708,NA,NA
13751,"Polidori, John William",The Vampyre; a Tale,Aubrey grew almost frantic,8709,Aubrey,person
13756,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven was the first to perceive him he immediately approached and taking his arm by force hurried him from the room speechless with rage,8712,Lord,person
13757,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven was the first to perceive him he immediately approached and taking his arm by force hurried him from the room speechless with rage,8712,Lord Ruthven,person
13759,"Polidori, John William",The Vampyre; a Tale,When on the staircase Lord Ruthven whispered in his earRemember your oath and know if not my bride to day your sister is dishonoured,8713,Lord,person
13760,"Polidori, John William",The Vampyre; a Tale,When on the staircase Lord Ruthven whispered in his earRemember your oath and know if not my bride to day your sister is dishonoured,8713,Lord Ruthven,person
13762,"Polidori, John William",The Vampyre; a Tale,Women are frail,8714,NA,NA
13763,"Polidori, John William",The Vampyre; a Tale,So saying he pushed him towards his attendants who roused by the old woman had come in search of him,8715,NA,NA
13764,"Polidori, John William",The Vampyre; a Tale,Aubrey could no longer support himself his rage not finding vent had broken a bloodvessel and he was conveyed to bed,8716,Aubrey,person
13765,"Polidori, John William",The Vampyre; a Tale,This was not mentioned to his sister who was not present when he entered as the physician was afraid of agitating her,8717,NA,NA
13766,"Polidori, John William",The Vampyre; a Tale,The marriage was solemnized and the bride and bridegroom left London,8718,London,location
13769,"Polidori, John William",The Vampyre; a Tale,Aubreys weakness increased the effusion of blood produced symptoms of the near approach of death,8719,Aubrey,person
13770,"Polidori, John William",The Vampyre; a Tale,He desired his sisters guardians might be called and when the midnight hour had struck he related composedly what the reader has perusedhe died immediately after,8720,NA,NA
13771,"Polidori, John William",The Vampyre; a Tale,The guardians hastened to protect Miss Aubrey but when they arrived it was too late,8721,Aubrey,person
13773,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven had disappeared and Aubreys sister had glutted the thirst of a VAMPYRE,8722,Lord,person
13774,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven had disappeared and Aubreys sister had glutted the thirst of a VAMPYRE,8722,Lord Ruthven,person
13775,"Polidori, John William",The Vampyre; a Tale,Lord Ruthven had disappeared and Aubreys sister had glutted the thirst of a VAMPYRE,8722,Aubrey,person
13778,"Polidori, John William",The Vampyre; a Tale,EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE,8723,Lord,person
13780,"Polidori, John William",The Vampyre; a Tale,EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE,8723,Byron,person
13782,"Polidori, John William",The Vampyre; a Tale,EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE,8723,Lord Byron,person
13783,"Polidori, John William",The Vampyre; a Tale,EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE,8723,Mitylene,location
13784,"Polidori, John William",The Vampyre; a Tale,EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE,8723,Island,location
13786,"Polidori, John William",The Vampyre; a Tale,ACCOUNT                                    OF                       LORD BYRONS RESIDENCE c,8724,Lord,person
13787,"Polidori, John William",The Vampyre; a Tale,ACCOUNT                                    OF                       LORD BYRONS RESIDENCE c,8724,Byron,person
13789,"Polidori, John William",The Vampyre; a Tale,ACCOUNT                                    OF                       LORD BYRONS RESIDENCE c,8724,Lord Byron,person
13790,"Polidori, John William",The Vampyre; a Tale,The world was all before him where to choose his place of rest and                         Providence his guide,8725,Providence,location
13791,"Polidori, John William",The Vampyre; a Tale,IN Sailing through the Grecian Archipelago on board one of his Majestys vessels in the year 1812 we put into the harbour of Mitylene in the island of that name,8726,Mitylene,location
13792,"Polidori, John William",The Vampyre; a Tale,IN Sailing through the Grecian Archipelago on board one of his Majestys vessels in the year 1812 we put into the harbour of Mitylene in the island of that name,8726,Island,location
13793,"Polidori, John William",The Vampyre; a Tale,The beauty of this place and the certain supply of cattle and vegetables always to be had there induce many British vessels to visit itboth men of war and merchantmen and though it lies rather out of the track for ships bound to Smyrna its bounties amply repay for the deviation of a voyage,8727,Smyrna,location
13794,"Polidori, John William",The Vampyre; a Tale,We landed as usual at the bottom of the bay and whilst the men were employed in watering and the purser bargaining for cattle with the natives the clergyman and myself took a ramble to the cave called Homers School and other places where we had been before,8728,Bay,location
13796,"Polidori, John William",The Vampyre; a Tale,We landed as usual at the bottom of the bay and whilst the men were employed in watering and the purser bargaining for cattle with the natives the clergyman and myself took a ramble to the cave called Homers School and other places where we had been before,8728,Homer's School,location
13797,"Polidori, John William",The Vampyre; a Tale,On the brow of Mount Ida a small monticule so named we met with and engaged a young Greek as our guide who told us he had come from Scio with an English lord who left the island four days previous to our arrival in his felucca,8729,Lord,person
13798,"Polidori, John William",The Vampyre; a Tale,On the brow of Mount Ida a small monticule so named we met with and engaged a young Greek as our guide who told us he had come from Scio with an English lord who left the island four days previous to our arrival in his felucca,8729,Mount Ida,location
13799,"Polidori, John William",The Vampyre; a Tale,On the brow of Mount Ida a small monticule so named we met with and engaged a young Greek as our guide who told us he had come from Scio with an English lord who left the island four days previous to our arrival in his felucca,8729,Island,location
13800,"Polidori, John William",The Vampyre; a Tale,He engaged me as a pilot said the Greek and would have taken me with him but I did not choose to quit Mitylene where I am likely to get married,8730,Mitylene,location
13801,"Polidori, John William",The Vampyre; a Tale,He was an odd but a very good man,8731,NA,NA
13802,"Polidori, John William",The Vampyre; a Tale,The cottage over the hill facing the river belongs to him and he has left an old man in charge of it he gave Dominick the winetrader six hundred zechines for it about L250 English currency and has resided there about fourteen months though not constantly for he sails in his felucca very often to the different islands,8732,Dominick,person
13803,"Polidori, John William",The Vampyre; a Tale,The cottage over the hill facing the river belongs to him and he has left an old man in charge of it he gave Dominick the winetrader six hundred zechines for it about L250 English currency and has resided there about fourteen months though not constantly for he sails in his felucca very often to the different islands,8732,Island,location
13807,"Polidori, John William",The Vampyre; a Tale,We were kindly received by an old man who conducted us over the mansion,8734,NA,NA
13809,"Polidori, John William",The Vampyre; a Tale,They were all simply decorated plain greenstained walls marble tables on either side a large myrtle in the centre and a small fountain beneath which could be made to play through the branches by moving a spring fixed in the side of a small bronze Venus in a leaning posture a large couch or sofa completed the furniture,8736,Venus,location
13811,"Polidori, John William",The Vampyre; a Tale,In the hall stood half a dozen English cane chairs and an empty bookcase there were no mirrors nor a single painting,8737,NA,NA
13812,"Polidori, John William",The Vampyre; a Tale,The bedchamber had merely a large mattress spread on the floor with two stuffed cotton quilts and a pillowthe common bed throughout Greece,8738,Greece,location
