"","author","title","type","start","end","kind","words"
"9918","Polidori, John William","The Vampyre; a Tale","sentence",1757,2042,NA,"During the last stage of the invalids recovery Lord Ruthven was apparently engaged in watching the tideless waves raised by the cooling breeze or in marking the progress of those orbs circling like our world the moveless sunindeed he appeared to wish to avoid the eyes of all"
"9919","Polidori, John William","The Vampyre; a Tale","sentence",2045,2192,NA,"Aubreys mind by this shock was much weakened and that elasticity of spirit which had once so distinguished him now seemed to have fled for ever"
"9920","Polidori, John William","The Vampyre; a Tale","sentence",2194,2703,NA,"He was now as much a lover of solitude and silence as Lord Ruthven but much as he wished for solitude his mind could not find it in the neighbourhood of Athens if he sought it amidst the ruins he had formerly frequented Ianthes form stood by his sideif he sought it in the woods her light step would appear wandering amidst the underwood in quest of the modest violet then suddenly turning round would show to his wild imagination her pale face and wounded throat with a meek smile upon her lips"
"9921","Polidori, John William","The Vampyre; a Tale","sentence",2705,2801,NA,"He determined to fly scenes every feature of which created such bitter associations in his mind"
"9922","Polidori, John William","The Vampyre; a Tale","sentence",2803,2986,NA,"He proposed to Lord Ruthven to whom he held himself bound by the tender care he had taken of him during his illness that they should visit those parts of Greece neither had yet seen"
"9923","Polidori, John William","The Vampyre; a Tale","sentence",2988,3187,NA,"They travelled in every direction and sought every spot to which a recollection could be attached but though they thus hastened from place to place yet they seemed not to heed what they gazed upon"
"9924","Polidori, John William","The Vampyre; a Tale","sentence",3189,3424,NA,"They heard much of robbers but they gradually began to slight these reports which they imagined were only the invention of individuals whose interest it was to excite the generosity of those whom they defended from pretended dangers"
"9925","Polidori, John William","The Vampyre; a Tale","sentence",3426,3587,NA,"In consequence of thus neglecting the advice of the inhabitants on one occasion they travelled with only a few guards more to serve as guides than as a defence"
"9926","Polidori, John William","The Vampyre; a Tale","sentence",3589,3979,NA,"Upon entering however a narrow defile at the bottom of which was the bed of a torrent with large masses of rock brought down from the neighbouring precipices they had reason to repent their negligence for scarcely were the whole of the party engaged in the narrow pass when they were startled by the whistling of bullets close to their heads and by the echoed report of several guns"
"9927","Polidori, John William","The Vampyre; a Tale","sentence",3981,4118,NA,"In an instant their guards had left them and placing themselves behind rocks had begun to fire in the direction whence the report came"
"9928","Polidori, John William","The Vampyre; a Tale","sentence",4120,4497,NA,"Lord Ruthven and Aubrey imitating their example retired for a moment behind the sheltering turn of the defile but ashamed of being thus detained by a foe who with insulting shouts bade them advance and being exposed to unresisting slaughter if any of the robbers should climb above and take them in the rear they determined at once to rush forward in search of the enemy"
"9929","Polidori, John William","The Vampyre; a Tale","sentence",4499,4627,NA,"Hardly had they lost the shelter of the rock when Lord Ruthven received a shot in the shoulder which brought him to the ground"
"9930","Polidori, John William","The Vampyre; a Tale","sentence",4629,4879,NA,"Aubrey hastened to his assistance and no longer heeding the contest or his own peril was soon surprised by seeing the robbers faces around himhis guards having upon Lord Ruthvens being wounded immediately thrown up their arms and surrendered"
"9931","Polidori, John William","The Vampyre; a Tale","sentence",4882,5196,NA,"By promises of great reward Aubrey soon induced them to convey his wounded friend to a neighbouring cabin and having agreed upon a ransom he was no more disturbed by their presencethey being content merely to guard the entrance till their comrade should return with the promised sum for which he had an order"
"9932","Polidori, John William","The Vampyre; a Tale","sentence",5198,5318,NA,"Lord Ruthvens strength rapidly decreased in two days mortification ensued and death seemed advancing with hasty steps"
"9933","Polidori, John William","The Vampyre; a Tale","sentence",5320,5830,NA,"His conduct and appearance had not changed he seemed as unconscious of pain as he had been of the objects about him but towards the close of the last evening his mind became apparently uneasy and his eye often fixed upon Aubrey who was induced to offer his assistance with more than usual earnestnessAssist me you may save meyou may do more than thatI mean not my life I heed the death of my existence as little as that of the passing day but you may save my honour your friends honourHow"
"9934","Polidori, John William","The Vampyre; a Tale","sentence",5832,5843,NA,"tell me how"
"9935","Polidori, John William","The Vampyre; a Tale","sentence",5845,5886,NA,"I would do any thing replied AubreyI"
"9936","Polidori, John William","The Vampyre; a Tale","sentence",5888,6126,NA,"need but littlemy life ebbs apaceI cannot explain the wholebut if you would conceal all you know of me my honour were free from stain in the worlds mouthand if my death were unknown for some time in EnglandIIbut lifeIt"
"9937","Polidori, John William","The Vampyre; a Tale","sentence",6128,6445,NA,"shall not be knownSwear cried the dying man raising himself with exultant violence Swear by all your soul reveres by all your nature fears swear that for a year and a day you will not impart your knowledge of my crimes or death to any living being in any way whatever may happen or whatever you may see"
"9938","Polidori, John William","The Vampyre; a Tale","sentence",6447,6573,NA,"His eyes seemed bursting from their sockets I swear said Aubrey he sunk laughing upon his pillow and breathed no more"
"9939","Polidori, John William","The Vampyre; a Tale","sentence",6576,6846,NA,"Aubrey retired to rest but did not sleep the many circumstances attending his acquaintance with this man rose upon his mind and he knew not why when he remembered his oath a cold shivering came over him as if from the presentiment of something horrible awaiting him"
"9940","Polidori, John William","The Vampyre; a Tale","sentence",6848,7254,NA,"Rising early in the morning he was about to enter the hovel in which he had left the corpse when a robber met him and informed him that it was no longer there having been conveyed by himself and comrades upon his retiring to the pinnacle of a neighbouring mount according to a promise they had given his lordship that it should be exposed to the first cold ray of the moon that rose after his death"
"9941","Polidori, John William","The Vampyre; a Tale","sentence",7256,7361,NA,"Aubrey astonished and taking several of the men determined to go and bury it upon the spot where it lay"
"9942","Polidori, John William","The Vampyre; a Tale","sentence",7363,7549,NA,"But when he had mounted to the summit he found no trace of either the corpse or the clothes though the robbers swore they pointed out the identical rock on which they had laid the body"
"9943","Polidori, John William","The Vampyre; a Tale","sentence",7551,7696,NA,"For a time his mind was bewildered in conjectures but he at last returned convinced that they had buried the corpse for the sake of the clothes"
"9944","Polidori, John William","The Vampyre; a Tale","sentence",7699,7932,NA,"Weary of a country in which he had met with such terrible misfortunes and in which all apparently conspired to heighten that superstitious melancholy that had seized upon his mind he resolved to leave it and soon arrived at Smyrna"
"9945","Polidori, John William","The Vampyre; a Tale","sentence",7934,8089,NA,"While waiting for a vessel to convey him to Otranto or to Naples he occupied himself in arranging those effects he had with him belonging to Lord Ruthven"
"9946","Polidori, John William","The Vampyre; a Tale","sentence",8091,8222,NA,"Amongst other things there was a case containing several weapons of offence more or less adapted to ensure the death of the victim"
"9947","Polidori, John William","The Vampyre; a Tale","sentence",8224,8263,NA,"There were several daggers and ataghans"
"9948","Polidori, John William","The Vampyre; a Tale","sentence",8265,8641,NA,"Whilst turning them over and examining their curious forms what was his surprise at finding a sheath apparently ornamented in the same style as the dagger discovered in the fatal huthe shudderedhastening to gain further proof he found the weapon and his horror may be imagined when he discovered that it fitted though peculiarly shaped the sheath he held in his hand"
"9949","Polidori, John William","The Vampyre; a Tale","sentence",8643,8942,NA,"His eyes seemed to need no further certaintythey seemed gazing to be bound to the dagger yet still he wished to disbelieve but the particular form the same varying tints upon the haft and sheath were alike in splendour on both and left no room for doubt there were also drops of blood on each"
"9950","Polidori, John William","The Vampyre; a Tale","sentence",8945,9097,NA,"He left Smyrna and on his way home at Rome his first inquiries were concerning the lady he had attempted to snatch from Lord Ruthvens seductive arts"
"9951","Polidori, John William","The Vampyre; a Tale","sentence",9099,9216,NA,"Her parents were in distress their fortune ruined and she had not been heard of since the departure of his lordship"
"9952","Polidori, John William","The Vampyre; a Tale","sentence",9218,9360,NA,"Aubreys mind became almost broken under so many repeated horrors he was afraid that this lady had fallen a victim to the destroyer of Ianthe"
"9953","Polidori, John William","The Vampyre; a Tale","sentence",9362,9525,NA,"He became morose and silent and his only occupation consisted in urging the speed of the postilions as if he were going to save the life of some one he held dear"
"9954","Polidori, John William","The Vampyre; a Tale","sentence",9527,9789,NA,"He arrived at Calais a breeze which seemed obedient to his will soon wafted him to the English shores and he hastened to the mansion of his fathers and there for a moment appeared to lose in the embraces and caresses of his sister all memory of the past"
"9955","Polidori, John William","The Vampyre; a Tale","sentence",9791,9938,NA,"If she before by her infantine caresses had gained his affection now that the woman began to appear she was still more attaching as a companion"
"9956","Polidori, John William","The Vampyre; a Tale","sentence",9941,10001,NA,"Miss Aubrey had not that winning grace which gains the gaze a"
"9957","Polidori, John William","The Vampyre; a Tale","entity",503,514,"person","Lord Ruthven"
"9958","Polidori, John William","The Vampyre; a Tale","entity",731,742,"person","Lord Ruthven"
"9959","Polidori, John William","The Vampyre; a Tale","entity",1087,1098,"person","Lord Ruthven"
"9960","Polidori, John William","The Vampyre; a Tale","entity",1806,1817,"person","Lord Ruthven"
"9961","Polidori, John William","The Vampyre; a Tale","entity",2248,2259,"person","Lord Ruthven"
"9962","Polidori, John William","The Vampyre; a Tale","entity",2818,2829,"person","Lord Ruthven"
"9963","Polidori, John William","The Vampyre; a Tale","entity",4120,4131,"person","Lord Ruthven"
"9964","Polidori, John William","The Vampyre; a Tale","entity",4550,4561,"person","Lord Ruthven"
"9965","Polidori, John William","The Vampyre; a Tale","entity",4801,4812,"person","Lord Ruthven"
"9966","Polidori, John William","The Vampyre; a Tale","entity",5198,5209,"person","Lord Ruthven"
"9967","Polidori, John William","The Vampyre; a Tale","entity",9068,9079,"person","Lord Ruthven"
"9968","Polidori, John William","The Vampyre; a Tale","entity",9946,9951,"person","Aubrey"
"9969","Polidori, John William","The Vampyre; a Tale","entity",779,784,"location","Athens"
"9970","Polidori, John William","The Vampyre; a Tale","entity",2349,2354,"location","Athens"
"9971","Polidori, John William","The Vampyre; a Tale","entity",2959,2964,"location","Greece"
"9972","Polidori, John William","The Vampyre; a Tale","entity",7993,7998,"location","Naples"
"9973","Polidori, John William","The Vampyre; a Tale","entity",8985,8988,"location","Rome"
"9974","Polidori, John William","The Vampyre; a Tale","sentence",1,44,NA,"and applause of the drawingroom assemblies"
"9975","Polidori, John William","The Vampyre; a Tale","sentence",46,151,NA,"There was none of that light brilliancy which only exists in the heated atmosphere of a crowded apartment"
"9976","Polidori, John William","The Vampyre; a Tale","sentence",153,216,NA,"Her blue eye was never lit up by the levity of the mind beneath"
"9977","Polidori, John William","The Vampyre; a Tale","sentence",218,393,NA,"There was a melancholy charm about it which did not seem to arise from misfortune but from some feeling within that appeared to indicate a soul conscious of a brighter realm"
"9978","Polidori, John William","The Vampyre; a Tale","sentence",395,516,NA,"Her step was not that light footing which strays whereer a butterfly or a colour may attractit was sedate and pensive"
"9979","Polidori, John William","The Vampyre; a Tale","sentence",518,769,NA,"When alone her face was never brightened by the smile of joy but when her brother breathed to her his affection and would in her presence forget those griefs she knew destroyed his rest who would have exchanged her smile for that of the voluptuary"
"9980","Polidori, John William","The Vampyre; a Tale","sentence",771,867,NA,"It seemed as if those eyesthat face were then playing in the light of their own native sphere"
"9981","Polidori, John William","The Vampyre; a Tale","sentence",869,1103,NA,"She was yet only eighteen and had not been presented to the world it having been thought by her guardians more fit that her presentation should be delayed until her brothers return from the continent when he might be her protector"
"9982","Polidori, John William","The Vampyre; a Tale","sentence",1105,1247,NA,"It was now therefore resolved that the next drawingroom which was fast approaching should be the epoch of her entry into the busy scene"
"9983","Polidori, John William","The Vampyre; a Tale","sentence",1249,1363,NA,"Aubrey would rather have remained in the mansion of his fathers and fed upon the melancholy which overpowered him"
"9984","Polidori, John William","The Vampyre; a Tale","sentence",1365,1581,NA,"He could not feel interest about the frivolities of fashionable strangers when his mind had been so torn by the events he had witnessed but he determined to sacrifice his own comfort to the protection of his sister"
"9985","Polidori, John William","The Vampyre; a Tale","sentence",1583,1683,NA,"They soon arrived in town and prepared for the next day which had been announced as a drawingroom"
"9986","Polidori, John William","The Vampyre; a Tale","sentence",1686,1835,NA,"The crowd was excessivea drawingroom had not been held for a long time and all who were anxious to bask in the smile of royalty hastened thither"
"9987","Polidori, John William","The Vampyre; a Tale","sentence",1837,1869,NA,"Aubrey was there with his sister"
"9988","Polidori, John William","The Vampyre; a Tale","sentence",1871,2161,NA,"While he was standing in a corner by himself heedless of all around him engaged in the remembrance that the first time he had seen Lord Ruthven was in that very placehe felt himself suddenly seized by the arm and a voice he recognized too well sounded in his earRemember your oath"
"9989","Polidori, John William","The Vampyre; a Tale","sentence",2163,2378,NA,"He had hardly courage to turn fearful of seeing a spectre that would blast him when he perceived at a little distance the same figure which had attracted his notice on this spot upon his first entry into society"
"9990","Polidori, John William","The Vampyre; a Tale","sentence",2380,2582,NA,"He gazed till his limbs almost refusing to bear their weight he was obliged to take the arm of a friend and forcing a passage through the crowd he threw himself into his carriage and was driven home"
"9991","Polidori, John William","The Vampyre; a Tale","sentence",2584,2719,NA,"He paced the room with hurried steps and fixed his hands upon his head as if he were afraid his thoughts were bursting from his brain"
"9992","Polidori, John William","The Vampyre; a Tale","sentence",2721,2820,NA,"Lord Ruthven again before himcircumstances started up in dreadful arraythe daggerhis oathHe"
"9993","Polidori, John William","The Vampyre; a Tale","sentence",2822,2972,NA,"roused himself he could not believe it possiblethe dead rise againHe thought his imagination had conjured up the image his mind was resting upon"
"9994","Polidori, John William","The Vampyre; a Tale","sentence",2974,3199,NA,"It was impossible that it could be realhe determined therefore to go again into society for though he attempted to ask concerning Lord Ruthven the name hung upon his lips and he could not succeed in gaining information"
"9995","Polidori, John William","The Vampyre; a Tale","sentence",3201,3278,NA,"He went a few nights after with his sister to the assembly of a near relation"
"9996","Polidori, John William","The Vampyre; a Tale","sentence",3280,3407,NA,"Leaving her under the protection of a matron he retired into a recess and there gave himself up to his own devouring thoughts"
"9997","Polidori, John William","The Vampyre; a Tale","sentence",3409,3717,NA,"Perceiving at last that many were leaving he roused himself and entering another room found his sister surrounded by several apparently in earnest conversation he attempted to pass and get near her when one whom he requested to move turned round and revealed to him those features he most abhorred"
"9998","Polidori, John William","The Vampyre; a Tale","sentence",3719,4095,NA,"He sprang forward seized his sisters arm and with hurried step forced her towards the street at the door he found himself impeded by the crowd of servants who were waiting for their lords and while he was engaged in passing them he again heard that voice whisper close to himRemember your oathHe did not dare to turn but hurrying his sister soon reached home"
"9999","Polidori, John William","The Vampyre; a Tale","sentence",4098,4129,NA,"Aubrey became almost distracted"
"10000","Polidori, John William","The Vampyre; a Tale","sentence",4131,4305,NA,"If before his mind had been absorbed by one subject how much more completely was it engrossed now that the certainty of the monsters living again pressed upon his thoughts"
"10001","Polidori, John William","The Vampyre; a Tale","sentence",4307,4444,NA,"His sisters attentions were now unheeded and it was in vain that she intreated him to explain to her what had caused his abrupt conduct"
"10002","Polidori, John William","The Vampyre; a Tale","sentence",4446,4498,NA,"He only uttered a few words and those terrified her"
"10003","Polidori, John William","The Vampyre; a Tale","sentence",4500,4547,NA,"The more he thought the more he was bewildered"
"10004","Polidori, John William","The Vampyre; a Tale","sentence",4549,4697,NA,"His oath startled himwas he then to allow this monster to roam bearing ruin upon his breath amidst all he held dear and not avert its progress"
"10005","Polidori, John William","The Vampyre; a Tale","sentence",4699,4745,NA,"His very sister might have been touched by him"
"10006","Polidori, John William","The Vampyre; a Tale","sentence",4747,4836,NA,"But even if he were to break his oath and disclose his suspicions who would believe him"
"10007","Polidori, John William","The Vampyre; a Tale","sentence",4838,4962,NA,"He thought of employing his own hand to free the world from such a wretch but death he remembered had been already mocked"
"10008","Polidori, John William","The Vampyre; a Tale","sentence",4964,5153,NA,"For days he remained in this state shut up in his room he saw no one and ate only when his sister came who with eyes streaming with tears besought him for her sake to support nature"
"10009","Polidori, John William","The Vampyre; a Tale","sentence",5155,5309,NA,"At last no longer capable of bearing stillness and solitude he left his house roamed from street to street anxious to fly that image which haunted him"
"10010","Polidori, John William","The Vampyre; a Tale","sentence",5311,5417,NA,"His dress became neglected and he wandered as often exposed to the noonday sun as to the midnight damps"
"10011","Polidori, John William","The Vampyre; a Tale","sentence",5419,5572,NA,"He was no longer to be recognized at first he returned with the evening to the house but at last he laid him down to rest wherever fatigue overtook him"
"10012","Polidori, John William","The Vampyre; a Tale","sentence",5574,5731,NA,"His sister anxious for his safety employed people to follow him but they were soon distanced by him who fled from a pursuer swifter than anyfrom thought"
"10013","Polidori, John William","The Vampyre; a Tale","sentence",5733,5771,NA,"His conduct however suddenly changed"
"10014","Polidori, John William","The Vampyre; a Tale","sentence",5773,6071,NA,"Struck with the idea that he left by his absence the whole of his friends with a fiend amongst them of whose presence they were unconscious he determined to enter again into society and watch him closely anxious to forewarn in spite of his oath all whom Lord Ruthven approached with intimacy"
"10015","Polidori, John William","The Vampyre; a Tale","sentence",6073,6321,NA,"But when he entered into a room his haggard and suspicious looks were so striking his inward shudderings so visible that his sister was at last obliged to beg of him to abstain from seeking for her sake a society which affected him so strongly"
"10016","Polidori, John William","The Vampyre; a Tale","sentence",6323,6576,NA,"When however remonstrance proved unavailing the guardians thought proper to interpose and fearing that his mind was becoming alienated they thought it high time to resume again that trust which had been before imposed upon them by Aubreys parents"
"10017","Polidori, John William","The Vampyre; a Tale","sentence",6579,6855,NA,"Desirous of saving him from the injuries and sufferings he had daily encountered in his wanderings and of preventing him from exposing to the general eye those marks of what they considered folly they engaged a physician to reside in the house and take constant care of him"
"10018","Polidori, John William","The Vampyre; a Tale","sentence",6857,6949,NA,"He hardly appeared to notice it so completely was his mind absorbed by one terrible subject"
"10019","Polidori, John William","The Vampyre; a Tale","sentence",6951,7027,NA,"His incoherence became at last so great that he was confined to his chamber"
"10020","Polidori, John William","The Vampyre; a Tale","sentence",7029,7089,NA,"There he would often lie for days incapable of being roused"
"10021","Polidori, John William","The Vampyre; a Tale","sentence",7091,7388,NA,"He had become emaciated his eyes had attained a glassy lustrethe only sign of affection and recollection remaining displayed itself upon the entry of his sister then he would sometimes start and seizing her hands with looks that severely afflicted her he would desire her not to touch him"
"10022","Polidori, John William","The Vampyre; a Tale","sentence",7390,7462,NA,"Oh do not touch himif your love for me is aught do not go near him"
"10023","Polidori, John William","The Vampyre; a Tale","sentence",7464,7539,NA,"When however she inquired to whom he referred his only answer was True"
"10024","Polidori, John William","The Vampyre; a Tale","sentence",7541,7615,NA,"true and again he sank into a state whence not even she could rouse him"
"10025","Polidori, John William","The Vampyre; a Tale","sentence",7617,7899,NA,"This lasted many months gradually however as the year was passing his incoherences became less frequent and his mind threw off a portion of its gloom whilst his guardians observed that several times in the day he would count upon his fingers a definite number and then smile"
"10026","Polidori, John William","The Vampyre; a Tale","sentence",7902,8169,NA,"The time had nearly elapsed when upon the last day of the year one of his guardians entering his room began to converse with his physician upon the melancholy circumstance of Aubreys being in so awful a situation when his sister was going next day to be married"
"10027","Polidori, John William","The Vampyre; a Tale","sentence",8171,8241,NA,"Instantly Aubreys attention was attracted he asked anxiously to whom"
"10028","Polidori, John William","The Vampyre; a Tale","sentence",8243,8374,NA,"Glad of this mark of returning intellect of which they feared he had been deprived they mentioned the name of the Earl of Marsden"
"10029","Polidori, John William","The Vampyre; a Tale","sentence",8376,8587,NA,"Thinking this was a young Earl whom he had met with in society Aubrey seemed pleased and astonished them still more by his expressing his intention to be present at the nuptials and desiring to see his sister"
"10030","Polidori, John William","The Vampyre; a Tale","sentence",8589,8652,NA,"They answered not but in a few minutes his sister was with him"
"10031","Polidori, John William","The Vampyre; a Tale","sentence",8654,8904,NA,"He was apparently again capable of being affected by the influence of her lovely smile for he pressed her to his breast and kissed her cheek wet with tears flowing at the thought of her brothers being once more alive to the feelings of affection"
"10032","Polidori, John William","The Vampyre; a Tale","sentence",8906,9223,NA,"He began to speak with all his wonted warmth and to congratulate her upon her marriage with a person so distinguished for rank and every accomplishment when he suddenly perceived a locket upon her breast opening it what was his surprise at beholding the features of the monster who had so long influenced his life"
"10033","Polidori, John William","The Vampyre; a Tale","sentence",9225,9297,NA,"He seized the portrait in a paroxysm of rage and trampled it under foot"
"10034","Polidori, John William","The Vampyre; a Tale","sentence",9299,9738,NA,"Upon her asking him why he thus destroyed the resemblance of her future husband he looked as if he did not understand herthen seizing her hands and gazing on her with a frantic expression of countenance he bade her swear that she would never wed this monster for he  But he could not advanceit seemed as if that voice again bade him remember his oathhe turned suddenly round thinking Lord Ruthven was near him but saw no one"
"10035","Polidori, John William","The Vampyre; a Tale","sentence",9740,9928,NA,"In the meantime the guardians and physician who had heard the whole and thought this was but a return of his disorder entered and forcing him from Miss Aubrey desired her to leave him"
"10036","Polidori, John William","The Vampyre; a Tale","sentence",9930,10001,NA,"He fell upon his knees to them he implored he begged of them to delay "
"10037","Polidori, John William","The Vampyre; a Tale","entity",2004,2015,"person","Lord Ruthven"
"10038","Polidori, John William","The Vampyre; a Tale","entity",2721,2732,"person","Lord Ruthven"
"10039","Polidori, John William","The Vampyre; a Tale","entity",3109,3120,"person","Lord Ruthven"
"10040","Polidori, John William","The Vampyre; a Tale","entity",6034,6045,"person","Lord Ruthven"
"10041","Polidori, John William","The Vampyre; a Tale","entity",8402,8405,"person","Earl"
"10042","Polidori, John William","The Vampyre; a Tale","entity",8440,8445,"person","Aubrey"
"10043","Polidori, John William","The Vampyre; a Tale","entity",9698,9701,"person","Lord"
"10044","Polidori, John William","The Vampyre; a Tale","entity",9703,9709,"person","Ruthven"
"10045","Polidori, John William","The Vampyre; a Tale","sentence",1,16,NA,"but for one day"
"10046","Polidori, John William","The Vampyre; a Tale","sentence",18,143,NA,"They attributing this to the insanity they imagined had taken possession of his mind endeavoured to pacify him and retired"
"10047","Polidori, John William","The Vampyre; a Tale","sentence",146,246,NA,"Lord Ruthven had called the morning after the drawingroom and had been refused with every one else"
"10048","Polidori, John William","The Vampyre; a Tale","sentence",248,492,NA,"When he heard of Aubreys ill health he readily understood himself to be the cause of it but when he learned that he was deemed insane his exultation and pleasure could hardly be concealed from those among whom he had gained this information"
"10049","Polidori, John William","The Vampyre; a Tale","sentence",494,690,NA,"He hastened to the house of his former companion and by constant attendance and the pretence of great affection for the brother and interest in his fate he gradually won the ear of Miss Aubrey"
"10050","Polidori, John William","The Vampyre; a Tale","sentence",692,718,NA,"Who could resist his power"
"10051","Polidori, John William","The Vampyre; a Tale","sentence",720,1180,NA,"His tongue had dangers and toils to recountcould speak of himself as of an individual having no sympathy with any being on the crowded earth save with her to whom he addressed himselfcould tell how since he knew her his existence had begun to seem worthy of preservation if it were merely that he might listen to her soothing accentsin fine he knew so well how to use the serpents art or such was the will of fate that he gained her affections"
"10052","Polidori, John William","The Vampyre; a Tale","sentence",1182,1445,NA,"The title of the elder branch falling at length to him he obtained an important embassy which served as an excuse for hastening the marriage in spite of her brothers deranged state which was to take place the very day before his departure for the continent"
"10053","Polidori, John William","The Vampyre; a Tale","sentence",1448,1553,NA,"Aubrey when he was left by the physician and his guardians attempted to bribe the servants but in vain"
"10054","Polidori, John William","The Vampyre; a Tale","sentence",1555,1902,NA,"He asked for pen and paper it was given him he wrote a letter to his sister conjuring her as she valued her own happiness her own honour and the honour of those now in the grave who once held her in their arms as their hope and the hope of their house to delay but for a few hours that marriage on which he denounced the most heavy curses"
"10055","Polidori, John William","The Vampyre; a Tale","sentence",1904,2096,NA,"The servants promised they would deliver it but giving it to the physician he thought it better not to harass any more the mind of Miss Aubrey by what he considered the ravings of a maniac"
"10056","Polidori, John William","The Vampyre; a Tale","sentence",2098,2272,NA,"Night passed on without rest to the busy inmates of the house and Aubrey heard with a horror that may more easily be conceived than described the notes of busy preparation"
"10057","Polidori, John William","The Vampyre; a Tale","sentence",2274,2333,NA,"Morning came and the sound of carriages broke upon his ear"
"10058","Polidori, John William","The Vampyre; a Tale","sentence",2335,2361,NA,"Aubrey grew almost frantic"
"10059","Polidori, John William","The Vampyre; a Tale","sentence",2363,2505,NA,"The curiosity of the servants at last overcame their vigilance they gradually stole away leaving him in the custody of an helpless old woman"
"10060","Polidori, John William","The Vampyre; a Tale","sentence",2507,2648,NA,"He seized the opportunity with one bound was out of the room and in a moment found himself in the apartment where all were nearly assembled"
"10061","Polidori, John William","The Vampyre; a Tale","sentence",2650,2798,NA,"Lord Ruthven was the first to perceive him he immediately approached and taking his arm by force hurried him from the room speechless with rage"
"10062","Polidori, John William","The Vampyre; a Tale","sentence",2800,2939,NA,"When on the staircase Lord Ruthven whispered in his earRemember your oath and know if not my bride to day your sister is dishonoured"
"10063","Polidori, John William","The Vampyre; a Tale","sentence",2941,2957,NA,"Women are frail"
"10064","Polidori, John William","The Vampyre; a Tale","sentence",2959,3063,NA,"So saying he pushed him towards his attendants who roused by the old woman had come in search of him"
"10065","Polidori, John William","The Vampyre; a Tale","sentence",3065,3185,NA,"Aubrey could no longer support himself his rage not finding vent had broken a bloodvessel and he was conveyed to bed"
"10066","Polidori, John William","The Vampyre; a Tale","sentence",3187,3306,NA,"This was not mentioned to his sister who was not present when he entered as the physician was afraid of agitating her"
"10067","Polidori, John William","The Vampyre; a Tale","sentence",3308,3377,NA,"The marriage was solemnized and the bride and bridegroom left London"
"10068","Polidori, John William","The Vampyre; a Tale","sentence",3380,3478,NA,"Aubreys weakness increased the effusion of blood produced symptoms of the near approach of death"
"10069","Polidori, John William","The Vampyre; a Tale","sentence",3480,3646,NA,"He desired his sisters guardians might be called and when the midnight hour had struck he related composedly what the reader has perusedhe died immediately after"
"10070","Polidori, John William","The Vampyre; a Tale","sentence",3649,3734,NA,"The guardians hastened to protect Miss Aubrey but when they arrived it was too late"
"10071","Polidori, John William","The Vampyre; a Tale","sentence",3736,3821,NA,"Lord Ruthven had disappeared and Aubreys sister had glutted the thirst of a VAMPYRE"
"10072","Polidori, John William","The Vampyre; a Tale","sentence",3918,4156,NA,"EXTRACT OF A LETTER                          CONTAINING AN ACCOUNT                                    OF                          LORD BYRONS RESIDENCE                                  IN THE                           ISLAND OF MITYLENE"
"10073","Polidori, John William","The Vampyre; a Tale","sentence",4257,4351,NA,"ACCOUNT                                    OF                       LORD BYRONS RESIDENCE c"
"10074","Polidori, John William","The Vampyre; a Tale","sentence",4397,4512,NA,"The world was all before him where to choose his place of rest and                         Providence his guide"
"10075","Polidori, John William","The Vampyre; a Tale","sentence",4515,4679,NA,"IN Sailing through the Grecian Archipelago on board one of his Majestys vessels in the year 1812 we put into the harbour of Mitylene in the island of that name"
"10076","Polidori, John William","The Vampyre; a Tale","sentence",4681,4977,NA,"The beauty of this place and the certain supply of cattle and vegetables always to be had there induce many British vessels to visit itboth men of war and merchantmen and though it lies rather out of the track for ships bound to Smyrna its bounties amply repay for the deviation of a voyage"
"10077","Polidori, John William","The Vampyre; a Tale","sentence",4979,5243,NA,"We landed as usual at the bottom of the bay and whilst the men were employed in watering and the purser bargaining for cattle with the natives the clergyman and myself took a ramble to the cave called Homers School and other places where we had been before"
"10078","Polidori, John William","The Vampyre; a Tale","sentence",5245,5475,NA,"On the brow of Mount Ida a small monticule so named we met with and engaged a young Greek as our guide who told us he had come from Scio with an English lord who left the island four days previous to our arrival in his felucca"
"10079","Polidori, John William","The Vampyre; a Tale","sentence",5477,5627,NA,"He engaged me as a pilot said the Greek and would have taken me with him but I did not choose to quit Mitylene where I am likely to get married"
"10080","Polidori, John William","The Vampyre; a Tale","sentence",5629,5663,NA,"He was an odd but a very good man"
"10081","Polidori, John William","The Vampyre; a Tale","sentence",5665,5997,NA,"The cottage over the hill facing the river belongs to him and he has left an old man in charge of it he gave Dominick the winetrader six hundred zechines for it about L250 English currency and has resided there about fourteen months though not constantly for he sails in his felucca very often to the different islands"
"10082","Polidori, John William","The Vampyre; a Tale","sentence",6000,6124,NA,"This account excited our curiosity very much and we lost no time in hastening to the house where our countryman had resided"
"10083","Polidori, John William","The Vampyre; a Tale","sentence",6126,6198,NA,"We were kindly received by an old man who conducted us over the mansion"
"10084","Polidori, John William","The Vampyre; a Tale","sentence",6200,6352,NA,"It consisted of four apartments on the groundflooran entrance hall a drawingroom a sitting parlour and a bedroom with a spacious closet annexed"
"10085","Polidori, John William","The Vampyre; a Tale","sentence",6354,6680,NA,"They were all simply decorated plain greenstained walls marble tables on either side a large myrtle in the centre and a small fountain beneath which could be made to play through the branches by moving a spring fixed in the side of a small bronze Venus in a leaning posture a large couch or sofa completed the furniture"
